index,title,year,doi,url,categories,scope,status,verdict,matched_condition,evidence_paper_id,gap
70,Foraging energetics of a nectar-feeding ant: metabolic expenditure as a function of food-source profitability,2006,10.1242/jeb.02478,https://doi.org/10.1242/jeb.02478,pheromone_trail_foraging;traffic_collective_motion;food_quality_choice;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,food_quality_recruitment,jackson_chaline_2007,"Food-quality recruitment is now testable, but generic corpus papers still need species-specific concentration, distance and trail-laying calibration."
71,Coordination of Raiding and Emigration in the Ponerine Army Ant Leptogenys distinguenda (Hymenoptera: Formicidae: Ponerinae): A Signal Analysis,2002,10.1023/a:1015484917019,https://doi.org/10.1023/a:1015484917019,nest_relocation_house_hunting;army_ant_raids_mills,category_proxy,partial,covered_by_generic_proxy,ant_mill/death_spiral qualitative probe,literature_alignment_probe,"Death spiral and army-ant-like trails are qualitative; raid geometry, living bridges and species-specific energetics need new conditions."
72,Notes on an army ant (<i>Eciton burchelli</i>) raid on a social wasp colony (<i>Agelaia yepocapa</i>) in Costa Rica,1990,10.1017/s0266467400004958,https://doi.org/10.1017/s0266467400004958,army_ant_raids_mills,category_proxy,partial,covered_by_generic_proxy,ant_mill/death_spiral qualitative probe,literature_alignment_probe,"Death spiral and army-ant-like trails are qualitative; raid geometry, living bridges and species-specific energetics need new conditions."
73,First identification of a trail pheromone of an army ant (Aenictus species),1994,10.1007/bf01919378,https://doi.org/10.1007/bf01919378,pheromone_trail_foraging;army_ant_raids_mills,category_proxy,partial,covered_by_generic_proxy,ant_mill/death_spiral qualitative probe,literature_alignment_probe,"Death spiral and army-ant-like trails are qualitative; raid geometry, living bridges and species-specific energetics need new conditions."
74,Effect of Trail Bifurcation Asymmetry and Pheromone Presence or Absence on Trail Choice by <i>Lasius niger</i> Ants,2014,10.1111/eth.12248,https://doi.org/10.1111/eth.12248,pheromone_trail_foraging;networks_interactions,category_proxy,partial,covered_by_generic_proxy,single_food_trail,perna_2012,"Generic trail formation is covered, but paper-specific curve fitting usually needs individual trajectories, local gradients or digitized reference data."
75,Evolving neural networks using ant colony optimization with pheromone trail limits,2013,10.1109/ukci.2013.6651282,https://doi.org/10.1109/ukci.2013.6651282,pheromone_trail_foraging;networks_interactions,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,single_food_trail,perna_2012,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
76,Argentine Ant Trail Pheromone Disruption is Mediated by Trail Concentration,2011,10.1007/s10886-011-0019-0,https://doi.org/10.1007/s10886-011-0019-0,misleading_negative_pheromone;pheromone_trail_foraging,category_proxy,partial,covered_by_generic_proxy,negative_pheromone_forbidden_path + misleading_pheromone_attack_and_caution,jimenez_romero_2015/aswale_2022,Avoid/fake pheromone effects are measurable but lack active detractor agents and individual learning.
77,Food recruitment as a component of the trunk-trail foraging behaviour of Lasius fuliginosus (Hymenoptera: Formicidae),1997,10.1016/s0376-6357(97)00773-0,https://doi.org/10.1016/s0376-6357(97)00773-0,pheromone_trail_foraging,category_proxy,partial,covered_by_generic_proxy,single_food_trail,perna_2012,"Generic trail formation is covered, but paper-specific curve fitting usually needs individual trajectories, local gradients or digitized reference data."
78,An Improvement in ant Algorithm Method for Optimizing a Transport Route with Regard to Traffic Flow,2017,10.1016/j.proeng.2017.04.396,https://doi.org/10.1016/j.proeng.2017.04.396,traffic_collective_motion;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"Traffic direction is covered, but paper-specific validation needs segment-level flow-density and speed curves."
79,Elevational and geographic variation in army ant swarm raid rates,2011,10.1007/s00040-010-0129-7,https://doi.org/10.1007/s00040-010-0129-7,army_ant_raids_mills;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,ant_mill/death_spiral qualitative probe,literature_alignment_probe,"Death spiral and army-ant-like trails are qualitative; raid geometry, living bridges and species-specific energetics need new conditions."
80,Interactions and information: exploring task allocation in ant colonies using network analysis,2022,10.1016/j.anbehav.2022.04.015,https://doi.org/10.1016/j.anbehav.2022.04.015,task_allocation_division_labor;networks_interactions,category_proxy,partial,covered_by_generic_proxy,task_demand_reallocation,kang_theraulaz_2015,"Task-demand switching and switch-rate summaries are covered, but worker-contact matrices and network calibration are not yet available."
81,"Decentralized communication, trail connectivity and emergent benefits of ant pheromone trail networks",2011,10.1007/s12293-010-0039-2,https://doi.org/10.1007/s12293-010-0039-2,pheromone_trail_foraging;networks_interactions,category_proxy,partial,covered_by_generic_proxy,single_food_trail,perna_2012,"Generic trail formation is covered, but paper-specific curve fitting usually needs individual trajectories, local gradients or digitized reference data."
82,Research on task allocation in multiple logistics robots based on an improved ant colony algorithm,2016,10.1109/icrae.2016.7738780,https://doi.org/10.1109/icrae.2016.7738780,task_allocation_division_labor;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,task_demand_reallocation,kang_theraulaz_2015,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
83,Multi-Agent Cooperation Using the Ant Algorithm with Variable Pheromone Placement,2005,10.1109/cec.2005.1554831,https://doi.org/10.1109/cec.2005.1554831,pheromone_trail_foraging;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,single_food_trail,perna_2012,"Generic trail formation is covered, but paper-specific curve fitting usually needs individual trajectories, local gradients or digitized reference data."
84,Trail Pheromone Does Not Modulate Subjective Reward Evaluation in Lasius niger Ants,2020,10.3389/fpsyg.2020.555576,https://doi.org/10.3389/fpsyg.2020.555576,pheromone_trail_foraging;food_quality_choice,category_proxy,partial,covered_by_generic_proxy,food_quality_recruitment,jackson_chaline_2007,"Food-quality recruitment is now testable, but generic corpus papers still need species-specific concentration, distance and trail-laying calibration."
85,Optimal ant colony algorithm based multi-robot task allocation and processing sequence scheduling,2008,10.1109/wcica.2008.4593859,https://doi.org/10.1109/wcica.2008.4593859,task_allocation_division_labor;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,task_demand_reallocation,kang_theraulaz_2015,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
86,A single-pheromone model accounts for empirical patterns of ant colony foraging previously modeled using two pheromones,2023,10.1016/j.cogsys.2023.02.005,https://doi.org/10.1016/j.cogsys.2023.02.005,pheromone_trail_foraging;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,single_food_trail,perna_2012,"Generic trail formation is covered, but paper-specific curve fitting usually needs individual trajectories, local gradients or digitized reference data."
87,Algorithms for task allocation in ants. (A study of temporal polyethism: Theory),1993,10.1016/s0092-8240(05)80195-8,https://doi.org/10.1016/s0092-8240(05)80195-8,task_allocation_division_labor;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,task_demand_reallocation,kang_theraulaz_2015,"Task-demand switching and switch-rate summaries are covered, but worker-contact matrices and network calibration are not yet available."
88,Social organization of necrophoresis: insights into disease risk management in ant societies,2024,10.1098/rsos.240764,https://doi.org/10.1098/rsos.240764,necrophoresis_social_immunity;networks_interactions,exact_paper_condition,pass,aligned_qualitative,necrophoresis_cleanup_latency,avanzi_2024,"Corpse relocation is represented, but the simulator still lacks pathogen state, corpse-age chemical profile calibration and colony-level interaction network validation."
89,Improved Intelligent Method for Traffic Flow Prediction Based on Artificial Neural Networks and Ant Colony Optimization,2012,10.4156/jcit.vol7.issue8.31,https://doi.org/10.4156/jcit.vol7.issue8.31,traffic_collective_motion;networks_interactions,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
90,Research on Improvement of Ant Colony Algorithm for Multi-Robot Task Allocation,2019,10.1109/itaic.2019.8785605,https://doi.org/10.1109/itaic.2019.8785605,task_allocation_division_labor;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,task_demand_reallocation,kang_theraulaz_2015,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
91,Modeling Ant Nest Relocation at Low Active Ratio by Particle Swarm Optimization,2019,10.1109/cec.2019.8789942,https://doi.org/10.1109/cec.2019.8789942,nest_relocation_house_hunting;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,,,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
92,"Novel observation of a raptor, Collared Forest-falcon ( <i>Micrastur semitorquatus</i> ), depredating a fleeing snake at an army ant ( <i>Eciton burchellii parvispinum</i> ) raid front",2018,10.1676/1559-4491-130.3.792,https://doi.org/10.1676/1559-4491-130.3.792,army_ant_raids_mills,category_proxy,partial,covered_by_generic_proxy,ant_mill/death_spiral qualitative probe,literature_alignment_probe,"Death spiral and army-ant-like trails are qualitative; raid geometry, living bridges and species-specific energetics need new conditions."
93,Induced biotic response in Amazonian ant-plants: the role of leaf damage intensity and plant-derived food rewards on ant recruitment,2016,10.13102/sociobiology.v63i3.1050,https://doi.org/10.13102/sociobiology.v63i3.1050,pheromone_trail_foraging;food_quality_choice;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,food_quality_recruitment,jackson_chaline_2007,"Food-quality recruitment is now testable, but generic corpus papers still need species-specific concentration, distance and trail-laying calibration."
94,Deterministic Model for Analyzing the Dynamics of Ant System Algorithm and Performance Amelioration through a New Pheromone Deposition Approach,2008,10.1109/iciafs.2008.4783979,https://doi.org/10.1109/iciafs.2008.4783979,pheromone_trail_foraging;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,single_food_trail,perna_2012,"Generic trail formation is covered, but paper-specific curve fitting usually needs individual trajectories, local gradients or digitized reference data."
95,The emergence of a collective sensory response threshold in ant colonies,2021,10.1101/2021.10.30.466564,https://doi.org/10.1101/2021.10.30.466564,task_allocation_division_labor;brood_nest_microclimate;networks_interactions;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,brood_microclimate_stage_thermoregulation,baudier_2019,"Brood microclimate is now testable, but generic corpus papers still need species-specific thermoregulation, nest-site geometry and brood-survival calibration."
96,Optimal A* Path Planning with Ant Colony Optimization on Multi-Robot Task Allocation for Manufacturing Model,2021,10.1109/iciea52957.2021.9436716,https://doi.org/10.1109/iciea52957.2021.9436716,task_allocation_division_labor;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,task_demand_reallocation,kang_theraulaz_2015,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
97,A Novel Improved Ant Colony Algorithm for Multi-Robot Task Allocation,2018,10.1109/itoec.2018.8740438,https://doi.org/10.1109/itoec.2018.8740438,task_allocation_division_labor;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,task_demand_reallocation,kang_theraulaz_2015,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
98,Reduced foraging investment as an adaptation to patchy food sources: A phasic army ant simulation,2017,10.1016/j.jtbi.2017.06.009,https://doi.org/10.1016/j.jtbi.2017.06.009,pheromone_trail_foraging;army_ant_raids_mills;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,ant_mill/death_spiral qualitative probe,literature_alignment_probe,"Death spiral and army-ant-like trails are qualitative; raid geometry, living bridges and species-specific energetics need new conditions."
99,Ant Colony Algorithm in Traffic Flow Control,2024,10.23939/acps2024.02.158,https://doi.org/10.23939/acps2024.02.158,traffic_collective_motion;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
100,Graph Convolutional Network Based Ant Colony Optimization for Robot Task Allocation,2023,10.1109/ssci52147.2023.10372050,https://doi.org/10.1109/ssci52147.2023.10372050,task_allocation_division_labor;networks_interactions;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,task_demand_reallocation,kang_theraulaz_2015,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
101,Ant Colony Optimization Algorithm for Traffic Flow Estimation,2017,10.1145/3134302.3134317,https://doi.org/10.1145/3134302.3134317,traffic_collective_motion;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
102,Traffic Flow Estimation Using Ant Colony Optimization Algorithms,2014,10.13053/cys-18-1-2014-017,https://doi.org/10.13053/cys-18-1-2014-017,traffic_collective_motion;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
103,Hybrid Algorithm Based on Ant and Genetic Algorithms for Task Allocation on a Network of Homogeneous Processors,2014,10.5121/ijcnc.2014.6113,https://doi.org/10.5121/ijcnc.2014.6113,task_allocation_division_labor;networks_interactions;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,task_demand_reallocation,kang_theraulaz_2015,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
104,Ant System Algorithm with Negative Pheromone for Course Scheduling Problem,2008,10.1109/isda.2008.154,https://doi.org/10.1109/isda.2008.154,misleading_negative_pheromone;pheromone_trail_foraging;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,negative_pheromone_forbidden_path + misleading_pheromone_attack_and_caution,jimenez_romero_2015/aswale_2022,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
105,Dynamics of ant activity under extreme climatic changes in 2024: effects of temperature and humidity on Formica rufa and Lasius fuliginosus behavior,2026,10.55730/1300-0179.3265,https://doi.org/10.55730/1300-0179.3265,pheromone_trail_foraging;brood_nest_microclimate,category_proxy,partial,covered_by_generic_proxy,brood_microclimate_stage_thermoregulation,baudier_2019,"Brood microclimate is now testable, but generic corpus papers still need species-specific thermoregulation, nest-site geometry and brood-survival calibration."
106,An Ensemble Ant Colony Optimization Algorithm with a Hybrid Pheromone Model for Learning Rule Lists,2025,10.1145/3712256.3726427,https://doi.org/10.1145/3712256.3726427,pheromone_trail_foraging;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,single_food_trail,perna_2012,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
107,ANTi-JAM solutions for smart roads: Ant-inspired traffic flow rules under CAVs environment,2025,10.1016/j.trip.2025.101331,https://doi.org/10.1016/j.trip.2025.101331,traffic_collective_motion,category_proxy,partial,covered_by_generic_proxy,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"Traffic direction is covered, but paper-specific validation needs segment-level flow-density and speed curves."
108,Pheromone representation in the ant antennal lobe changes with age,2024,10.1101/2024.02.13.580193,https://doi.org/10.1101/2024.02.13.580193,pheromone_trail_foraging;task_allocation_division_labor;army_ant_raids_mills,category_proxy,partial,covered_by_generic_proxy,task_demand_reallocation,kang_theraulaz_2015,"Task-demand switching and switch-rate summaries are covered, but worker-contact matrices and network calibration are not yet available."
109,Anti-Jam Solutions for Smart Roads: Ant-Inspired Traffic Flow Rules Under Cooperative Automated Vehicles Environment,2024,10.2139/ssrn.4701534,https://doi.org/10.2139/ssrn.4701534,traffic_collective_motion,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
110,Research on Improved Ant Colony Path Planning Algorithm for Updating Pheromone of Subway Inspection Mobile Robot,2023,10.2139/ssrn.4623370,https://doi.org/10.2139/ssrn.4623370,pheromone_trail_foraging;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,single_food_trail,perna_2012,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
111,Optimization Design of Expressway Traffic Flow Guidance System Based on GIS and Improved Ant Colony Optimization Algorithms,2023,10.1109/ictei60496.2023.00104,https://doi.org/10.1109/ictei60496.2023.00104,traffic_collective_motion;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
112,"Role of the pheromone for orientation in the group foraging ant, Veromessor pergandei",2020,10.31219/osf.io/w2rn4,https://doi.org/10.31219/osf.io/w2rn4,pheromone_trail_foraging;networks_interactions,category_proxy,partial,covered_by_generic_proxy,single_food_trail,perna_2012,"Generic trail formation is covered, but paper-specific curve fitting usually needs individual trajectories, local gradients or digitized reference data."
113,Modeling Fast and Robust Ant Nest Relocation using Particle Swarm Optimization,2019,10.1162/isal_a_00231,https://doi.org/10.1162/isal_a_00231,nest_relocation_house_hunting;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,,,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
114,Optimal construction of army ant living bridges,2017,10.1101/116780,https://doi.org/10.1101/116780,pheromone_trail_foraging;army_ant_raids_mills;networks_interactions;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,ant_mill/death_spiral qualitative probe,literature_alignment_probe,"Death spiral and army-ant-like trails are qualitative; raid geometry, living bridges and species-specific energetics need new conditions."
115,Fault Pheromone Trail Evaporation of Power Distribution Networks using Ant Colony Optimization,2014,10.14257/ijhit.2014.7.1.07,https://doi.org/10.14257/ijhit.2014.7.1.07,pheromone_trail_foraging;networks_interactions,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,single_food_trail,perna_2012,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
116,Traffic Flow Estimation Using Ant Colony Optimization Algorithms,2014,10.13053/cys-18-1-1581,https://doi.org/10.13053/cys-18-1-1581,traffic_collective_motion;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
117,Pheromone-Based Ant Colony Algorithm for Optimal Proliferation of Research,2013,10.4028/www.scientific.net/amr.734-737.3152,https://doi.org/10.4028/www.scientific.net/amr.734-737.3152,pheromone_trail_foraging;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,single_food_trail,perna_2012,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
118,Ant Colony Algorithm Based on Dynamic Adaptive Pheromone Updating and Its Simulation,2013,10.1109/iscid.2013.62,https://doi.org/10.1109/iscid.2013.62,pheromone_trail_foraging;computational_swarm_model,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,single_food_trail,perna_2012,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
119,Traffic flow forecasting based on ant colony neural network,2010,10.1109/wcica.2010.5554931,https://doi.org/10.1109/wcica.2010.5554931,traffic_collective_motion;networks_interactions,algorithmic_or_robotics_analogy,not_biological_target,not_a_direct_biology_validation,crowding_bridge_density_shift + no_jam_density_speed,dussutour_2004/john_2009,"This is an algorithmic, robotics or ACO-inspired paper. It may inspire simulation tests, but the ant biology simulator should not be judged as reproducing its engineering objective function."
120,The blind leading the blind: Modeling chemically mediated army ant raid patterns,1989,10.1007/bf01065789,https://doi.org/10.1007/bf01065789,army_ant_raids_mills;computational_swarm_model,category_proxy,partial,covered_by_generic_proxy,ant_mill/death_spiral qualitative probe,literature_alignment_probe,"Death spiral and army-ant-like trails are qualitative; raid geometry, living bridges and species-specific energetics need new conditions."
